OrderNumber,OrderDate,ShipDate,ShipmentCost,RequestedShippingService,ShippedCarrier,ShippedService,Weight,Length,Width,Height,OrderTotal,Warehouse,Account
6665741,2023-02-01 20:31:03,2023-02-02 00:00:00,14.37,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,255.60,24.00,8.00,8.00,107.45,FedEx Trade Network,mishon
6665740,2023-02-01 20:29:48,2023-02-02 00:00:00,9.24,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,17.60,16.00,10.00,1.00,26.53,FedEx Trade Network,mishon
6665732,2023-02-01 19:54:24,2023-02-02 00:00:00,10.65,Amazon Merchants@ - Expedited,ups,ups_standard,28.90,16.00,10.00,1.00,66.61,"New Dundee, ON",partdiscounter
6665731,2023-02-01 19:46:36,2023-02-02 00:00:00,11.43,Amazon Merchants@ - Expedited,ups,ups_standard,7.00,16.00,10.00,1.00,33.29,"New Dundee, ON",partdiscounter
6665730,2023-02-01 19:44:18,2023-02-02 00:00:00,18.65,Amazon Merchants@ - Standard,canada_post,expedited_parcel,16.90,16.00,10.00,1.00,38.80,"New Dundee, ON",partdiscounter
6665725,2023-02-01 19:26:57,2023-02-02 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.20,16.00,10.00,1.00,21.35,FedEx Trade Network,mishon
6665720,2023-02-01 20:20:57,2023-02-02 00:00:00,9.87,STANDARD - BEST WAY EBAY,fedex,fedex_ground,97.20,28.00,4.00,4.00,79.95,FedEx Trade Network,mishon
6665710,2023-02-01 20:07:03,2023-02-02 00:00:00,14.69,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,416.00,16.00,12.00,10.00,421.15,FedEx Trade Network,mishon
6665709,2023-02-01 20:02:45,2023-02-02 00:00:00,9.50,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,72.50,16.00,10.00,1.00,28.42,FedEx Trade Network,mishon
6665708,2023-02-01 20:01:42,2023-02-02 00:00:00,8.49,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,50.00,16.00,10.00,1.00,59.95,FedEx Trade Network,mishon
6665696,2023-02-01 19:17:14,2023-02-02 00:00:00,12.51,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,8.40,10.00,6.00,1.00,29.32,"New Dundee, ON",partdiscounter
6665683,2023-02-01 19:50:00,2023-02-02 00:00:00,35.10,,fedex,fedex_economy_international,55.60,11.50,8.50,6.50,109.90,"New Dundee, ON",partdiscounter
6665681,2023-02-01 19:44:56,2023-02-02 00:00:00,10.73,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,58.40,11.50,8.50,6.50,70.20,FedEx Trade Network,mishon
6665680,2023-02-01 19:48:38,2023-02-02 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,16.20,16.00,10.00,1.00,23.60,FedEx Trade Network,mishon
6665679,2023-02-01 19:50:06,2023-02-02 00:00:00,4.31,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.60,16.00,10.00,1.00,12.67,FedEx Trade Network,mishon
6665677,2023-02-01 19:43:43,2023-02-02 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,64.80,16.00,10.00,1.00,35.99,FedEx Trade Network,mishon
6665674,2023-02-01 19:35:00,2023-02-02 00:00:00,4.15,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.60,16.00,10.00,1.00,13.89,FedEx Trade Network,mishon
6665667,2023-02-01 19:47:12,2023-02-02 00:00:00,4.88,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,9.20,16.00,10.00,1.00,14.95,FedEx Trade Network,mishon
6665666,2023-02-01 19:47:46,2023-02-02 00:00:00,5.04,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,10.60,16.00,10.00,1.00,19.95,FedEx Trade Network,mishon
6665663,2023-02-01 19:08:14,2023-02-02 00:00:00,15.30,Amazon Merchants@ - Expedited,ups,ups_standard,92.20,11.50,8.50,6.50,91.92,"New Dundee, ON",partdiscounter
6665662,2023-02-01 19:06:36,2023-02-02 00:00:00,16.67,Amazon Merchants@ - Standard,ups,ups_standard,50.70,16.00,10.00,1.00,42.49,"New Dundee, ON",partdiscounter
6665654,2023-02-01 19:40:47,2023-02-02 00:00:00,10.07,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,35.20,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6665651,2023-02-01 19:36:46,2023-02-02 00:00:00,6.00,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,14.10,10.00,6.00,1.00,27.95,FedEx Trade Network,mishon
6665641,2023-02-01 19:29:26,2023-02-02 00:00:00,6.78,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,12.30,16.00,10.00,1.00,21.77,FedEx Trade Network,mishon
6665640,2023-02-01 19:25:45,2023-02-02 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.20,16.00,10.00,1.00,17.88,FedEx Trade Network,mishon
6665639,2023-02-01 19:23:18,2023-02-02 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,17.60,16.00,10.00,1.00,23.79,FedEx Trade Network,mishon
6665633,2023-02-01 19:29:42,2023-02-02 00:00:00,8.12,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,61.60,16.00,10.00,1.00,79.90,FedEx Trade Network,mishon
6665624,2023-02-01 18:58:19,2023-02-02 00:00:00,23.57,Amazon Merchants@ - Standard,canada_post,expedited_parcel,37.30,16.00,10.00,1.00,81.70,"New Dundee, ON",partdiscounter
6665614,2023-02-01 19:17:58,2023-02-02 00:00:00,4.24,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,12.95,FedEx Trade Network,mishon
6665613,2023-02-01 19:18:29,2023-02-02 00:00:00,7.93,STANDARD - BEST WAY EBAY,fedex,fedex_ground,42.90,16.00,10.00,1.00,49.95,FedEx Trade Network,mishon
6665612,2023-02-01 19:17:38,2023-02-02 00:00:00,5.04,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,10.60,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6665611,2023-02-01 19:09:51,2023-02-02 00:00:00,4.24,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_first_class_mail,5.60,16.00,10.00,1.00,13.95,FedEx Trade Network,mishon
6665597,2023-02-01 19:14:46,2023-02-02 00:00:00,8.37,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,29.90,16.00,10.00,1.00,49.95,FedEx Trade Network,mishon
6665596,2023-02-01 19:16:56,2023-02-02 00:00:00,5.33,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,10.60,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6665593,2023-02-01 19:15:54,2023-02-02 00:00:00,5.04,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,10.60,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6665590,2023-02-01 19:10:39,2023-02-02 00:00:00,4.44,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,19.95,FedEx Trade Network,mishon
6665586,2023-02-01 18:32:53,2023-02-02 00:00:00,10.84,Amazon Merchants@ - Expedited,ups,ups_standard,13.40,16.00,10.00,1.00,30.45,"New Dundee, ON",partdiscounter
6665585,2023-02-01 18:31:19,2023-02-02 00:00:00,13.48,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,92.90,11.50,8.50,6.50,90.34,"New Dundee, ON",partdiscounter
6665583,2023-02-01 19:07:54,2023-02-02 00:00:00,4.09,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,6.30,16.00,10.00,1.00,55.98,FedEx Trade Network,mishon
6665581,2023-02-01 19:00:42,2023-02-02 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,6.30,16.00,10.00,1.00,16.91,FedEx Trade Network,mishon
6665571,2023-02-01 19:04:55,2023-02-02 00:00:00,14.37,STANDARD - BEST WAY EBAY,fedex,fedex_home_delivery,241.10,41.00,4.00,4.00,149.95,FedEx Trade Network,mishon
6665564,2023-02-01 18:28:08,2023-02-02 00:00:00,40.42,Amazon Merchants@ - Standard,fedex,fedex_ground,826.50,34.00,9.00,9.00,388.45,"New Dundee, ON",partdiscounter
6665563,2023-02-01 18:27:50,2023-02-02 00:00:00,13.36,Amazon Merchants@ - Standard,ups,ups_standard,5.60,16.00,10.00,1.00,24.10,"New Dundee, ON",partdiscounter
6665559,2023-02-01 18:57:21,2023-02-02 00:00:00,8.37,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,44.00,16.00,10.00,1.00,33.95,FedEx Trade Network,mishon
6665548,2023-02-01 18:50:27,2023-02-02 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.80,10.00,6.00,1.00,26.45,FedEx Trade Network,mishon
6665547,2023-02-01 18:42:01,2023-02-02 00:00:00,16.81,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,412.50,16.00,12.00,10.00,397.70,FedEx Trade Network,mishon
6665541,2023-02-01 18:45:50,2023-02-02 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.20,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6665525,2023-02-01 18:38:51,2023-02-02 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,54.90,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6665499,2023-02-01 18:23:42,2023-02-02 00:00:00,4.09,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,6.00,10.00,6.00,1.00,58.93,FedEx Trade Network,mishon
6665497,2023-02-01 18:25:13,2023-02-02 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,12.30,10.00,6.00,1.00,21.40,FedEx Trade Network,mishon
6665496,2023-02-01 18:18:05,2023-02-02 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,21.10,16.00,10.00,1.00,17.03,FedEx Trade Network,mishon
6665491,2023-02-01 18:07:38,2023-02-02 00:00:00,6.22,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.80,16.00,10.00,1.00,24.79,FedEx Trade Network,mishon
6665484,2023-02-01 17:51:23,2023-02-02 00:00:00,11.85,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,24.60,16.00,10.00,1.00,52.83,"New Dundee, ON",partdiscounter
6665478,2023-02-01 18:23:45,2023-02-02 00:00:00,4.13,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,1.40,10.00,6.00,1.00,19.95,FedEx Trade Network,mishon
6665471,2023-02-01 18:13:41,2023-02-02 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,16.00,10.00,1.00,9.95,FedEx Trade Network,mishon
6665453,2023-02-01 17:33:29,2023-02-02 00:00:00,16.45,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,209.80,11.50,8.50,6.50,225.94,"New Dundee, ON",partdiscounter
6665452,2023-02-01 18:11:20,2023-02-02 00:00:00,3.81,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,2.10,16.00,10.00,1.00,10.65,FedEx Trade Network,mishon
6665451,2023-02-01 18:10:47,2023-02-02 00:00:00,9.47,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,214.70,10.00,9.00,6.00,128.35,FedEx Trade Network,mishon
6665447,2023-02-01 18:07:19,2023-02-02 00:00:00,5.33,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,10.60,16.00,10.00,1.00,19.95,FedEx Trade Network,mishon
6665446,2023-02-01 18:05:37,2023-02-02 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,21.10,16.00,10.00,1.00,32.20,FedEx Trade Network,mishon
6665445,2023-02-01 18:05:14,2023-02-02 00:00:00,7.67,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,21.10,16.00,10.00,1.00,32.12,FedEx Trade Network,mishon
6665444,2023-02-01 18:03:41,2023-02-02 00:00:00,3.75,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,3.50,16.00,10.00,1.00,7.95,FedEx Trade Network,mishon
6665442,2023-02-01 18:00:54,2023-02-02 00:00:00,12.27,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,84.50,11.50,8.50,6.50,59.95,FedEx Trade Network,mishon
6665441,2023-02-01 18:01:12,2023-02-02 00:00:00,12.01,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,284.80,15.50,11.50,3.50,203.20,FedEx Trade Network,mishon
6665439,2023-02-01 17:54:50,2023-02-02 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,17.60,16.00,10.00,1.00,26.70,FedEx Trade Network,mishon
6665438,2023-02-01 17:53:54,2023-02-02 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,26.00,16.00,10.00,1.00,37.05,FedEx Trade Network,mishon
6665424,2023-02-01 18:10:57,2023-02-02 00:00:00,10.23,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,37.00,11.50,8.50,6.50,59.95,FedEx Trade Network,mishon
6665415,2023-02-01 18:02:04,2023-02-02 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,23.20,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6665409,2023-02-01 17:21:00,2023-02-02 00:00:00,13.01,Amazon Merchants@ - Expedited,ups,ups_standard,43.60,16.00,10.00,1.00,90.34,"New Dundee, ON",partdiscounter
6665408,2023-02-01 17:19:06,2023-02-02 00:00:00,23.86,Amazon Merchants@ - Expedited,ups,ups_standard,414.00,8.00,8.00,24.00,587.48,"New Dundee, ON",partdiscounter
6665407,2023-02-01 17:16:38,2023-02-02 00:00:00,16.17,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,67.60,11.50,8.50,6.50,91.92,"New Dundee, ON",partdiscounter
6665406,2023-02-01 17:14:44,2023-02-02 00:00:00,13.97,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,154.90,16.00,10.00,1.00,151.66,"New Dundee, ON",partdiscounter
6665392,2023-02-01 17:46:20,2023-02-02 00:00:00,3.90,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,3.50,10.00,6.00,1.00,15.10,FedEx Trade Network,mishon
6665391,2023-02-01 17:41:03,2023-02-02 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.40,16.00,10.00,1.00,26.63,FedEx Trade Network,mishon
6665390,2023-02-01 17:41:47,2023-02-02 00:00:00,6.22,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.80,16.00,10.00,1.00,23.15,FedEx Trade Network,mishon
6665374,2023-02-01 17:39:22,2023-02-02 00:00:00,4.20,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,16.00,10.00,1.00,9.95,FedEx Trade Network,mishon
6665361,2023-02-01 17:28:44,2023-02-02 00:00:00,3.66,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,2.10,10.00,6.00,1.00,10.55,FedEx Trade Network,mishon
6665360,2023-02-01 17:26:15,2023-02-02 00:00:00,9.47,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,169.00,10.00,9.00,6.00,149.75,FedEx Trade Network,mishon
6665358,2023-02-01 17:17:15,2023-02-02 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,36.60,16.00,10.00,1.00,32.35,FedEx Trade Network,mishon
6665357,2023-02-01 17:15:42,2023-02-02 00:00:00,3.90,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,3.50,10.00,6.00,1.00,10.65,FedEx Trade Network,mishon
6665349,2023-02-01 17:27:48,2023-02-02 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6665345,2023-02-01 16:53:49,2023-02-02 00:00:00,21.56,Amazon Merchants@ - Standard,canada_post,expedited_parcel,26.80,16.00,10.00,1.00,61.90,"New Dundee, ON",partdiscounter
6665344,2023-02-01 16:47:29,2023-02-02 00:00:00,12.46,Amazon Merchants@ - Expedited,ups,ups_standard,16.90,16.00,10.00,1.00,83.87,"New Dundee, ON",partdiscounter
6665336,2023-02-01 17:22:36,2023-02-02 00:00:00,10.07,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,54.60,16.00,10.00,1.00,65.95,FedEx Trade Network,mishon
6665335,2023-02-01 17:24:48,2023-02-02 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,26.40,16.00,10.00,1.00,44.85,FedEx Trade Network,mishon
6665334,2023-02-01 17:24:43,2023-02-02 00:00:00,6.22,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,13.40,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6665333,2023-02-01 17:19:44,2023-02-02 00:00:00,6.07,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,13.40,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6665314,2023-02-01 16:43:14,2023-02-02 00:00:00,13.06,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,33.80,11.50,8.50,6.50,68.81,"New Dundee, ON",partdiscounter
6665313,2023-02-01 16:40:38,2023-02-02 00:00:00,11.95,Amazon Merchants@ - Expedited,ups,ups_standard,164.70,11.50,8.50,6.50,79.04,"New Dundee, ON",partdiscounter
6665312,2023-02-01 16:35:21,2023-02-02 00:00:00,11.85,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,4.20,16.00,10.00,1.00,29.84,"New Dundee, ON",partdiscounter
6665311,2023-02-01 16:31:38,2023-02-02 00:00:00,11.62,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,5.60,10.00,6.00,1.00,29.84,"New Dundee, ON",partdiscounter
6665310,2023-02-01 16:31:13,2023-02-02 00:00:00,20.42,Amazon Merchants@ - Standard,canada_post,expedited_parcel,7.00,16.00,10.00,1.00,29.84,"New Dundee, ON",partdiscounter
6665309,2023-02-01 17:10:15,2023-02-02 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,28.20,16.00,10.00,1.00,26.32,FedEx Trade Network,mishon
6665308,2023-02-01 17:11:28,2023-02-02 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.70,10.00,6.00,1.00,18.31,FedEx Trade Network,mishon
6665307,2023-02-01 17:03:43,2023-02-02 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,21.35,FedEx Trade Network,mishon
6665295,2023-02-01 16:08:48,2023-02-02 00:00:00,12.49,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,66.20,24.00,4.00,4.00,51.92,"New Dundee, ON",partdiscounter
6665287,2023-02-01 16:58:46,2023-02-02 00:00:00,4.24,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,16.00,10.00,1.00,9.95,FedEx Trade Network,mishon
6665285,2023-02-01 16:57:11,2023-02-02 00:00:00,8.37,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,35.20,16.00,10.00,1.00,43.95,FedEx Trade Network,mishon
6665271,2023-02-01 16:52:22,2023-02-02 00:00:00,12.04,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,151.40,24.00,5.00,5.00,75.20,FedEx Trade Network,mishon
6665269,2023-02-01 16:44:48,2023-02-02 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,16.15,FedEx Trade Network,mishon
6665265,2023-02-01 16:42:13,2023-02-02 00:00:00,3.75,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,1.80,10.00,6.00,1.00,21.05,FedEx Trade Network,mishon
6665255,2023-02-01 16:51:38,2023-02-02 00:00:00,3.75,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,3.50,16.00,10.00,1.00,7.95,FedEx Trade Network,mishon
6665250,2023-02-01 16:06:06,2023-02-02 00:00:00,25.23,Amazon Merchants@ - Standard,canada_post,expedited_parcel,88.00,11.50,8.50,6.50,137.94,"New Dundee, ON",partdiscounter
6665249,2023-02-01 16:01:01,2023-02-02 00:00:00,9.48,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,9.20,16.00,10.00,1.00,63.18,"New Dundee, ON",partdiscounter
6665243,2023-02-01 16:43:07,2023-02-02 00:00:00,9.54,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,24.60,16.00,10.00,1.00,26.95,FedEx Trade Network,mishon
6665223,2023-02-01 16:33:09,2023-02-02 00:00:00,4.20,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.90,16.00,10.00,1.00,13.95,FedEx Trade Network,mishon
6665222,2023-02-01 16:34:49,2023-02-02 00:00:00,8.37,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,54.90,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6665218,2023-02-01 16:32:43,2023-02-02 00:00:00,9.83,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,117.90,11.50,8.50,6.50,84.75,FedEx Trade Network,mishon
6665216,2023-02-01 16:30:41,2023-02-02 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,54.90,16.00,10.00,1.00,42.07,FedEx Trade Network,mishon
6665215,2023-02-01 16:29:33,2023-02-02 00:00:00,6.00,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.80,16.00,10.00,1.00,52.95,FedEx Trade Network,mishon
6665214,2023-02-01 16:19:40,2023-02-02 00:00:00,12.78,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,343.20,24.00,4.00,4.00,104.81,FedEx Trade Network,mishon
6665210,2023-02-01 16:18:10,2023-02-02 00:00:00,8.08,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,54.20,15.50,11.50,3.50,24.84,FedEx Trade Network,mishon
6665209,2023-02-01 16:17:42,2023-02-02 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,31.70,16.00,10.00,1.00,23.27,FedEx Trade Network,mishon
6665203,2023-02-01 15:57:33,2023-02-02 00:00:00,15.81,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,52.10,16.00,10.00,1.00,90.34,"New Dundee, ON",partdiscounter
6665202,2023-02-01 15:55:04,2023-02-02 00:00:00,15.69,Amazon Merchants@ - Expedited,ups,ups_standard,68.30,11.50,8.50,6.50,91.92,"New Dundee, ON",partdiscounter
6665201,2023-02-01 15:44:55,2023-02-02 00:00:00,14.95,Amazon Merchants@ - Expedited,ups,ups_standard,247.80,24.00,9.00,5.00,203.34,"New Dundee, ON",partdiscounter
6665177,2023-02-01 16:17:33,2023-02-02 00:00:00,5.04,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,10.60,16.00,10.00,1.00,14.95,FedEx Trade Network,mishon
6665176,2023-02-01 16:17:19,2023-02-02 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,19.40,16.00,10.00,1.00,24.95,FedEx Trade Network,mishon
6665164,2023-02-01 15:39:30,2023-02-02 00:00:00,12.03,Amazon Merchants@ - Expedited,ups,ups_standard,115.50,15.50,11.50,3.50,135.54,"New Dundee, ON",partdiscounter
6665163,2023-02-01 15:37:24,2023-02-02 00:00:00,14.85,Amazon Merchants@ - Standard,ups,ups_standard,54.90,16.00,10.00,1.00,69.38,"New Dundee, ON",partdiscounter
6665162,2023-02-01 15:34:26,2023-02-02 00:00:00,9.09,Amazon Merchants@ - Expedited,ups,ups_standard,2.80,16.00,10.00,1.00,32.71,"New Dundee, ON",partdiscounter
6665161,2023-02-01 16:10:54,2023-02-02 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,16.20,16.00,10.00,1.00,26.27,FedEx Trade Network,mishon
6665159,2023-02-01 16:06:30,2023-02-02 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,6.30,16.00,10.00,1.00,25.93,FedEx Trade Network,mishon
6665158,2023-02-01 16:03:37,2023-02-02 00:00:00,10.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,28.20,16.00,10.00,1.00,36.84,FedEx Trade Network,mishon
6665156,2023-02-01 15:55:03,2023-02-02 00:00:00,4.44,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,6.30,16.00,10.00,1.00,14.02,FedEx Trade Network,mishon
6665147,2023-02-01 16:08:32,2023-02-02 00:00:00,8.74,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,22.90,11.50,8.50,6.50,19.95,FedEx Trade Network,mishon
6665140,2023-02-01 15:52:12,2023-02-02 00:00:00,8.89,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_ground,97.20,11.50,8.50,6.50,86.55,FedEx Trade Network,mishon
6665131,2023-02-01 15:58:31,2023-02-02 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,67.60,16.00,10.00,1.00,59.95,FedEx Trade Network,mishon
6665129,2023-02-01 15:58:27,2023-02-02 00:00:00,6.22,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,14.10,10.00,6.00,1.00,35.95,FedEx Trade Network,mishon
6665127,2023-02-01 16:03:15,2023-02-02 00:00:00,8.96,STANDARD - BEST WAY EBAY,fedex,fedex_ground,28.90,16.00,10.00,1.00,23.95,FedEx Trade Network,mishon
6665126,2023-02-01 15:23:00,2023-02-02 00:00:00,18.46,Amazon Merchants@ - Standard,ups,ups_standard,61.20,11.50,8.50,6.50,94.45,"New Dundee, ON",partdiscounter
6665125,2023-02-01 15:21:58,2023-02-02 00:00:00,14.27,Amazon Merchants@ - Standard,ups,ups_standard,35.90,16.00,10.00,1.00,93.40,"New Dundee, ON",partdiscounter
6665124,2023-02-01 15:18:35,2023-02-02 00:00:00,17.64,Amazon Merchants@ - Standard,ups,ups_standard,54.90,16.00,10.00,1.00,68.76,"New Dundee, ON",partdiscounter
6665111,2023-02-01 15:52:59,2023-02-02 00:00:00,11.32,STANDARD - BEST WAY EBAY,fedex,fedex_home_delivery,158.40,24.00,8.00,8.00,56.95,FedEx Trade Network,mishon
6665109,2023-02-01 15:52:19,2023-02-02 00:00:00,4.24,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.90,16.00,10.00,1.00,12.95,FedEx Trade Network,mishon
6665108,2023-02-01 15:52:22,2023-02-02 00:00:00,10.73,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,16.90,16.00,10.00,1.00,23.33,FedEx Trade Network,mishon
6665103,2023-02-01 15:36:52,2023-02-02 00:00:00,4.74,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,12.00,10.00,6.00,1.00,24.17,FedEx Trade Network,mishon
6665101,2023-02-01 15:37:26,2023-02-02 00:00:00,9.54,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,82.70,16.00,10.00,1.00,39.54,FedEx Trade Network,mishon
